bioguideId,depiction,district,name,partyName,state,terms,updateDate,url
H001072,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/h001072_200.jpg""}",2,"Hill, J. French",Republican,Arkansas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/H001072?format=json
R000600,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/r000600_200.jpg""}",,"Radewagen, Aumua Amata Coleman",Republican,American Samoa,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/R000600?format=json
P000609,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/p000609_200.jpg""}",6,"Palmer, Gary J.",Republican,Alabama,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2015}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/P000609?format=json
B001287,"{""attribution"": ""GPO Member Guide"", ""imageUrl"": ""https://www.congress.gov/img/member/b001287_200.jpg""}",6,"Bera, Ami",Democratic,California,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/B001287?format=json
H001068,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/h001068_200.jpg""}",2,"Huffman, Jared",Democratic,California,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/H001068?format=json
L000578,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/l000578_200.jpg""}",1,"LaMalfa, Doug",Republican,California,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/L000578?format=json
G000559,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/g000559_200.jpg""}",8,"Garamendi, John",Democratic,California,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2009}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/G000559?format=json
S001183,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001183_200.jpg""}",1,"Schweikert, David",Republican,Arizona,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/S001183?format=json
G000565,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/g000565_200.jpg""}",9,"Gosar, Paul A.",Republican,Arizona,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/G000565?format=json
W000809,"{""attribution"": ""GPO Member Guide"", ""imageUrl"": ""https://www.congress.gov/img/member/117_rp_ar_3_womack_steve_200.jpg""}",3,"Womack, Steve",Republican,Arkansas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/W000809?format=json
C001087,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/c001087_200.jpg""}",1,"Crawford, Eric A. ""Rick""",Republican,Arkansas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/C001087?format=json
S001185,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001185_200.jpg""}",7,"Sewell, Terri A.",Democratic,Alabama,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/S001185?format=json
M001177,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001177_200.jpg""}",5,"McClintock, Tom",Republican,California,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2009}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/M001177?format=json
M001163,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001163_200.jpg""}",7,"Matsui, Doris O.",Democratic,California,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2005}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/M001163?format=json
P000197,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/p000197_200.jpg""}",11,"Pelosi, Nancy",Democratic,California,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1987}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/P000197?format=json
T000460,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_ca_5_thompson_mike_200.jpg""}",4,"Thompson, Mike",Democratic,California,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1999}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/T000460?format=json
A000055,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/a000055_200.jpg""}",4,"Aderholt, Robert B.",Republican,Alabama,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1997}]}",2025-04-28T13:04:14Z,https://api.congress.gov/v3/member/A000055?format=json
F000481,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/68013eaa4e51529406f18e42_200.jpg""}",2,"Figures, Shomari",Democratic,Alabama,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:13Z,https://api.congress.gov/v3/member/F000481?format=json
B001323,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/6774217e0b34857ecc909040_200.jpg""}",,"Begich, Nicholas J.",Republican,Alaska,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:13Z,https://api.congress.gov/v3/member/B001323?format=json
M001212,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001212_200.jpg""}",1,"Moore, Barry",Republican,Alabama,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:13Z,https://api.congress.gov/v3/member/M001212?format=json
R000575,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_al_3_rogers_mike_200.jpg""}",3,"Rogers, Mike D.",Republican,Alabama,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2003}]}",2025-04-28T13:04:13Z,https://api.congress.gov/v3/member/R000575?format=json
C001114,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/1b9d1007d6895a37da28a67cd8149803_200.jpg""}",,"Curtis, John R.",Republican,Utah,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2025, ""startYear"": 2017}, {""chamber"": ""Senate"", ""startYear"": 2025}]}",2025-04-26T12:42:15Z,https://api.congress.gov/v3/member/C001114?format=json
G000579,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/115_rp_wi_8_gallagher_mike_200.jpg""}",8,"Gallagher, Mike",Republican,Wisconsin,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2024, ""startYear"": 2017}]}",2025-04-23T15:37:17Z,https://api.congress.gov/v3/member/G000579?format=json
G000578,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_fl_1_gaetz_matt_200.jpg""}",1,"Gaetz, Matt",Republican,Florida,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2024, ""startYear"": 2017}]}",2025-04-23T15:36:33Z,https://api.congress.gov/v3/member/G000578?format=json
C001084,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/115_rp_ri_1_cicilline_david_200.jpg""}",1,"Cicilline, David N.",Democratic,Rhode Island,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2023, ""startYear"": 2011}]}",2025-04-23T15:35:51Z,https://api.congress.gov/v3/member/C001084?format=json
J000292,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/j000292_200.jpg""}",6,"Johnson, Bill",Republican,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2024, ""startYear"": 2011}]}",2025-04-23T15:34:52Z,https://api.congress.gov/v3/member/J000292?format=json
M001165,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001165_200.jpg""}",20,"McCarthy, Kevin",Republican,California,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2023, ""startYear"": 2007}]}",2025-04-23T15:34:04Z,https://api.congress.gov/v3/member/M001165?format=json
H001038,"{""attribution"": ""Image, Congressional Pictorial Directory, 109th."", ""imageUrl"": ""https://www.congress.gov/img/member/h001038_200.jpg""}",26,"Higgins, Brian",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2024, ""startYear"": 2005}]}",2025-04-23T15:33:16Z,https://api.congress.gov/v3/member/H001038?format=json
H001104,"{""attribution"": ""Official U.S. Senate Photo"", ""imageUrl"": ""https://www.congress.gov/img/member/67f0316b1b05a5a598f7fdf3_200.jpg""}",,"Husted, Jon",Republican,Ohio,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2025}]}",2025-04-19T12:42:19Z,https://api.congress.gov/v3/member/H001104?format=json
L000556,"{""attribution"": ""Collection of the U.S. House of Representatives <a href=\""http://history.house.gov/Collection/Detail/29043?ret=True\"">About this object</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/l000556_200.jpg""}",29,"LaFalce, John J.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2003, ""startYear"": 1975}]}",2025-04-14T15:19:50Z,https://api.congress.gov/v3/member/L000556?format=json
S001227,"{""attribution"": ""Official U.S. Senate Photo"", ""imageUrl"": ""https://www.congress.gov/img/member/b66a0806e77f63e862391b15a0b1f753_200.jpg""}",,"Schmitt, Eric",Republican,Missouri,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2023}]}",2025-04-09T12:42:30Z,https://api.congress.gov/v3/member/S001227?format=json
A000382,"{""imageUrl"": ""https://www.congress.gov/img/member/67acdbbf044eb506e25958f2_200.jpg""}",,"Alsobrooks, Angela D.",Democratic,Maryland,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2025}]}",2025-04-05T12:42:12Z,https://api.congress.gov/v3/member/A000382?format=json
B001319,"{""attribution"": ""<p>Official U.S. Senate Photo</p>"", ""imageUrl"": ""https://www.congress.gov/img/member/b001319_200.jpg""}",,"Britt, Katie Boyd",Republican,Alabama,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2023}]}",2025-04-02T12:42:21Z,https://api.congress.gov/v3/member/B001319?format=json
G000551,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/g000551_200.jpg""}",7,"Grijalva, Raúl M.",Democratic,Arizona,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2025, ""startYear"": 2003}]}",2025-03-28T15:05:08Z,https://api.congress.gov/v3/member/G000551?format=json
B001305,"{""attribution"": ""Official U.S. Senate Photo"", ""imageUrl"": ""https://www.congress.gov/img/member/b001305_200.jpg""}",,"Budd, Ted",Republican,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2023, ""startYear"": 2017}, {""chamber"": ""Senate"", ""startYear"": 2023}]}",2025-03-28T12:42:16Z,https://api.congress.gov/v3/member/B001305?format=json
W000194,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/w000194_200.jpg""}",3,"Watkins, Wes",Republican,Oklahoma,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1991, ""startYear"": 1977}, {""chamber"": ""House of Representatives"", ""endYear"": 2003, ""startYear"": 1997}]}",2025-03-27T17:40:00Z,https://api.congress.gov/v3/member/W000194?format=json
J000189,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/j000189_200.jpg""}",,"Johnston, J. Bennett",Democratic,Louisiana,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 1997, ""startYear"": 1971}]}",2025-03-27T12:52:50Z,https://api.congress.gov/v3/member/J000189?format=json
S001208,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001208_200.jpg""}",,"Slotkin, Elissa",Democratic,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2025, ""startYear"": 2019}, {""chamber"": ""Senate"", ""startYear"": 2025}]}",2025-03-27T12:42:29Z,https://api.congress.gov/v3/member/S001208?format=json
K000394,"{""attribution"": ""Official U.S. Senate Photo"", ""imageUrl"": ""https://www.congress.gov/img/member/677d84cbfdb6cf36bbb649a1_200.jpg""}",,"Kim, Andy",Democratic,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2024, ""startYear"": 2019}, {""chamber"": ""Senate"", ""startYear"": 2024}]}",2025-03-27T12:42:23Z,https://api.congress.gov/v3/member/K000394?format=json
L000584,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/115_rp_ut_4_love_mia_200.jpg""}",4,"Love, Mia B.",Republican,Utah,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2019, ""startYear"": 2015}]}",2025-03-24T12:10:05Z,https://api.congress.gov/v3/member/L000584?format=json
M001243,"{""attribution"": ""Official U.S. Senate Photo"", ""imageUrl"": ""https://www.congress.gov/img/member/677d85e0fdb6cf36bbb649aa_200.jpg""}",,"McCormick, David",Republican,Pennsylvania,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2025}]}",2025-03-22T12:42:26Z,https://api.congress.gov/v3/member/M001243?format=json
L000480,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/l000480_200.jpg""}",17,"Lowey, Nita M.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2021, ""startYear"": 1989}]}",2025-03-17T16:16:25Z,https://api.congress.gov/v3/member/L000480?format=json
S000429,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s000429_200.jpg""}",,"Simpson, Alan K.",Republican,Wyoming,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 1997, ""startYear"": 1979}]}",2025-03-14T14:06:51Z,https://api.congress.gov/v3/member/S000429?format=json
B001299,"{""attribution"": ""Official U.S. Senate Photo"", ""imageUrl"": ""https://www.congress.gov/img/member/677d83cbfdb6cf36bbb64998_200.jpg""}",,"Banks, Jim",Republican,Indiana,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2025, ""startYear"": 2017}, {""chamber"": ""Senate"", ""startYear"": 2025}]}",2025-03-12T12:42:11Z,https://api.congress.gov/v3/member/B001299?format=json
Y000064,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/y000064_200.jpg""}",,"Young, Todd",Republican,Indiana,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2017, ""startYear"": 2011}, {""chamber"": ""Senate"", ""startYear"": 2017}]}",2025-03-09T12:42:30Z,https://api.congress.gov/v3/member/Y000064?format=json
W000779,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/w000779_200.jpg""}",,"Wyden, Ron",Democratic,Oregon,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1996, ""startYear"": 1981}, {""chamber"": ""Senate"", ""startYear"": 1996}]}",2025-03-09T12:42:30Z,https://api.congress.gov/v3/member/W000779?format=json
W000790,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/w000790_200.jpg""}",,"Warnock, Raphael G.",Democratic,Georgia,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2021}]}",2025-03-09T12:42:29Z,https://api.congress.gov/v3/member/W000790?format=json
W000817,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/w000817_200.jpg""}",,"Warren, Elizabeth",Democratic,Massachusetts,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2013}]}",2025-03-09T12:42:29Z,https://api.congress.gov/v3/member/W000817?format=json
W000802,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/w000802_200.jpg""}",,"Whitehouse, Sheldon",Democratic,Rhode Island,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2007}]}",2025-03-09T12:42:29Z,https://api.congress.gov/v3/member/W000802?format=json
W000805,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/w000805_200.jpg""}",,"Warner, Mark R.",Democratic,Virginia,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2009}]}",2025-03-09T12:42:29Z,https://api.congress.gov/v3/member/W000805?format=json
W000437,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/f49ac425119375e9fe6a075762734079_200.jpg""}",,"Wicker, Roger F.",Republican,Mississippi,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2007, ""startYear"": 1995}, {""chamber"": ""Senate"", ""startYear"": 2007}]}",2025-03-09T12:42:29Z,https://api.congress.gov/v3/member/W000437?format=json
V000128,"{""attribution"": ""Courtesy U.S. Senate Historical Office"", ""imageUrl"": ""https://www.congress.gov/img/member/v000128_200.jpg""}",,"Van Hollen, Chris",Democratic,Maryland,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2017, ""startYear"": 2003}, {""chamber"": ""Senate"", ""startYear"": 2017}]}",2025-03-09T12:42:29Z,https://api.congress.gov/v3/member/V000128?format=json
T000278,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/t000278_200.jpg""}",,"Tuberville, Tommy",Republican,Alabama,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2021}]}",2025-03-09T12:42:28Z,https://api.congress.gov/v3/member/T000278?format=json
S001203,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s001203_200.jpg""}",,"Smith, Tina",Democratic,Minnesota,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2018}]}",2025-03-09T12:42:28Z,https://api.congress.gov/v3/member/S001203?format=json
T000476,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/t000476_200.jpg""}",,"Tillis, Thomas",Republican,North Carolina,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2015}]}",2025-03-09T12:42:28Z,https://api.congress.gov/v3/member/T000476?format=json
S001198,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s001198_200.jpg""}",,"Sullivan, Dan",Republican,Alaska,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2015}]}",2025-03-09T12:42:28Z,https://api.congress.gov/v3/member/S001198?format=json
T000250,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/t000250_200.jpg""}",,"Thune, John",Republican,South Dakota,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2003, ""startYear"": 1997}, {""chamber"": ""Senate"", ""startYear"": 2005}]}",2025-03-09T12:42:28Z,https://api.congress.gov/v3/member/T000250?format=json
S001217,"{""imageUrl"": ""https://www.congress.gov/img/member/s001217_200.jpg""}",,"Scott, Rick",Republican,Florida,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2019}]}",2025-03-09T12:42:27Z,https://api.congress.gov/v3/member/S001217?format=json
S001181,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s001181_200.jpg""}",,"Shaheen, Jeanne",Democratic,New Hampshire,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2009}]}",2025-03-09T12:42:27Z,https://api.congress.gov/v3/member/S001181?format=json
R000605,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/r000605_200.jpg""}",,"Rounds, Mike",Republican,South Dakota,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2015}]}",2025-03-09T12:42:26Z,https://api.congress.gov/v3/member/R000605?format=json
S001194,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s001194_200.jpg""}",,"Schatz, Brian",Democratic,Hawaii,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2012}]}",2025-03-09T12:42:26Z,https://api.congress.gov/v3/member/S001194?format=json
S001184,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s001184_200.jpg""}",,"Scott, Tim",Republican,South Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2013, ""startYear"": 2011}, {""chamber"": ""Senate"", ""startYear"": 2013}]}",2025-03-09T12:42:26Z,https://api.congress.gov/v3/member/S001184?format=json
S000148,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s000148_200.jpg""}",,"Schumer, Charles E.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1999, ""startYear"": 1981}, {""chamber"": ""Senate"", ""startYear"": 1999}]}",2025-03-09T12:42:26Z,https://api.congress.gov/v3/member/S000148?format=json
S000033,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s000033_200.jpg""}",,"Sanders, Bernard",Independent,Vermont,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2007, ""startYear"": 1991}, {""chamber"": ""Senate"", ""startYear"": 2007}]}",2025-03-09T12:42:26Z,https://api.congress.gov/v3/member/S000033?format=json
S001150,"{""attribution"": ""Official U.S. Senate Photo"", ""imageUrl"": ""https://www.congress.gov/img/member/677d870dfdb6cf36bbb649b3_200.jpg""}",,"Schiff, Adam B.",Democratic,California,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2024, ""startYear"": 2001}, {""chamber"": ""Senate"", ""startYear"": 2024}]}",2025-03-09T12:42:26Z,https://api.congress.gov/v3/member/S001150?format=json
R000618,"{""attribution"": ""Official U.S. Senate Photo"", ""imageUrl"": ""https://www.congress.gov/img/member/r000618_200.jpg""}",,"Ricketts, Pete",Republican,Nebraska,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2023}]}",2025-03-09T12:42:25Z,https://api.congress.gov/v3/member/R000618?format=json
R000608,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/r000608_200.jpg""}",,"Rosen, Jacky",Democratic,Nevada,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2019, ""startYear"": 2017}, {""chamber"": ""Senate"", ""startYear"": 2019}]}",2025-03-09T12:42:25Z,https://api.congress.gov/v3/member/R000608?format=json
P000595,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/p000595_200.jpg""}",,"Peters, Gary C.",Democratic,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2015, ""startYear"": 2009}, {""chamber"": ""Senate"", ""startYear"": 2015}]}",2025-03-09T12:42:25Z,https://api.congress.gov/v3/member/P000595?format=json
R000584,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/r000584_200.jpg""}",,"Risch, James E.",Republican,Idaho,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2009}]}",2025-03-09T12:42:25Z,https://api.congress.gov/v3/member/R000584?format=json
R000122,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/r000122_200.jpg""}",,"Reed, Jack",Democratic,Rhode Island,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1997, ""startYear"": 1991}, {""chamber"": ""Senate"", ""startYear"": 1997}]}",2025-03-09T12:42:25Z,https://api.congress.gov/v3/member/R000122?format=json
P000145,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/p000145_200.jpg""}",,"Padilla, Alex",Democratic,California,"{""item"": [{""chamber"": ""Senate"", ""startYear"": 2021}]}",2025-03-09T12:42:24Z,https://api.congress.gov/v3/member/P000145?format=json
